Flight_Date,Airline_Code,Origin_Airport,Destination_Airport,Scheduled_Departure,Actual_Departure,Departure_Delay,Scheduled_Arrival,Actual_Arrival,Arrival_Delay,Cancelled,Cancellation_Reason
2025-06-02,Etihad,LAX,DFW,1416,1419,3,1003,1000,-3,0,
2024-10-27,American Airlines,CDG,DOH,1726,1851,85,0234,0418,104,0,
2024-11-08,Singapore Airlines,LAX,DEL,0640,0709,29,0752,0824,32,0,
2024-09-25,Qatar Airways,LAX,KWI,2152,2319,87,2228,0017,109,0,
2025-02-27,Qatar Airways,JFK,KWI,0058,0127,29,0503,0552,49,0,
2025-06-08,Etihad,DFW,SFO,1514,1623,69,1041,1146,65,0,
2025-03-30,Emirates,ORD,PEK,2232,2309,37,2154,2241,47,0,
2025-02-12,Air India,KWI,DOH,0741,0841,60,1412,1539,87,0,
2025-08-10,Delta,DXB,SIN,2203,2250,47,0806,0901,55,0,
2025-01-06,Emirates,ICN,SIN,0637,0737,60,1855,1945,50,0,
2024-09-13,Singapore Airlines,AUH,ICN,0539,0721,102,2211,0002,111,0,
2025-06-03,Singapore Airlines,JFK,ORD,2051,2137,46,1044,1122,38,0,
2024-09-04,American Airlines,ICN,BOM,0030,0025,-5,1057,1103,6,0,
2025-03-09,American Airlines,HND,JFK,1032,1220,108,1101,1314,133,0,
2024-09-21,British Airways,ORD,HND,1518,1639,81,1920,2110,110,0,
2025-03-15,Emirates,HND,BKK,1638,1618,-20,1048,1028,-20,0,
2025-02-03,Qatar Airways,DOH,FRA,0938,1024,46,1641,1739,58,0,
2025-01-02,Lufthansa,AUH,SFO,1202,1225,23,0627,0644,17,0,
2025-07-04,Etihad,PEK,JFK,1939,2036,57,0452,0604,72,0,
2025-04-30,American Airlines,SYD,BOM,1519,1559,40,2233,2316,43,0,
2024-10-25,American Airlines,BOM,AUH,1625,1648,23,1314,1402,48,0,
2024-11-26,Emirates,KWI,BKK,2048,2135,47,0617,0705,48,0,
2025-03-19,Lufthansa,LHR,BKK,1850,2021,91,0243,0434,111,0,
2025-04-26,FlyDubai,JFK,SFO,0955,0938,-17,0208,0147,-21,0,
2024-09-20,Emirates,BOM,SIN,0514,0609,55,1411,1530,79,0,
2025-07-08,American Airlines,HND,SYD,0812,0918,66,1419,1530,71,0,
2025-06-14,Lufthansa,AUH,ICN,2155,2210,15,0943,1007,24,0,
2024-10-06,FlyDubai,DFW,SIN,0524,0622,58,0514,0637,83,0,
2025-03-11,Etihad,DEL,HND,1153,1330,97,1741,1909,88,1,
2025-01-01,Qatar Airways,DOH,BOM,0026,0131,65,0941,1105,84,0,
2025-01-28,FlyDubai,SFO,DFW,0521,0529,8,0748,0800,12,0,
2025-06-05,Emirates,CDG,ICN,2113,2115,2,2046,2114,28,0,
2024-11-19,Delta,DEL,SFO,1735,1730,-5,1230,1231,1,0,
2025-08-19,Qatar Airways,DOH,BOM,1426,1450,24,0424,0448,24,0,
2025-05-05,Air India,LHR,CDG,1021,1148,87,0653,0825,92,0,
2025-01-15,FlyDubai,KWI,HND,0305,0436,91,0814,0952,98,0,
2025-04-29,British Airways,ORD,DEL,0428,0548,80,1406,1525,79,0,
2024-10-18,Etihad,LAX,PEK,1726,1802,36,0119,0206,47,0,
2025-04-14,FlyDubai,DXB,ICN,2155,2226,31,1755,1851,56,0,
2024-10-20,American Airlines,DFW,DOH,1356,1509,73,1642,1818,96,0,
2024-11-23,Delta,JFK,ICN,1431,1500,29,0204,0236,32,0,
2025-05-07,Delta,DFW,ICN,1449,1438,-11,0741,0731,-10,0,
2025-01-30,Etihad,DEL,JFK,2201,2330,89,1531,1714,103,0,
2024-10-05,Etihad,SIN,SFO,1146,1339,113,2235,0021,106,0,
2025-03-14,Singapore Airlines,ICN,HND,1741,1818,37,0225,0312,47,0,
2024-10-09,Delta,SYD,BKK,0537,0536,-1,1934,1924,-10,0,
2025-04-07,British Airways,AUH,JFK,0114,0142,28,0443,0507,24,0,
2025-04-03,Etihad,DFW,ICN,2122,2211,49,2014,2131,77,0,
2024-10-02,Lufthansa,JFK,HND,0001,0102,61,2216,2328,72,0,
2025-01-18,American Airlines,BKK,FRA,1921,2057,96,1221,1355,94,0,
2024-09-02,Emirates,LAX,SIN,1128,1131,3,1820,1813,-7,0,
2024-10-08,Etihad,PEK,SIN,0103,0136,33,0124,0202,38,0,
2025-05-19,Singapore Airlines,KWI,BOM,0929,1030,61,0501,0620,79,0,
2024-11-21,Delta,HND,AUH,1255,1331,36,1555,1636,41,0,
2024-12-02,Singapore Airlines,AUH,BOM,0310,0314,4,0657,0710,13,0,
2025-06-03,Emirates,LHR,SIN,0004,0013,9,2124,2154,30,0,
2025-01-27,Emirates,FRA,HND,2223,2251,28,2017,2039,22,0,
2025-06-11,Air India,JFK,SIN,0127,0239,72,0649,0821,92,0,
2025-05-19,Qatar Airways,HND,DFW,0645,0844,119,1250,1452,122,0,
2025-06-03,Etihad,BOM,PEK,1231,1327,56,1955,2107,72,0,
2024-08-27,Delta,DOH,JFK,1839,1838,-1,1914,1937,23,0,
2024-12-10,Etihad,DOH,CDG,0230,0328,58,0820,0918,58,0,
2024-11-12,Lufthansa,AUH,ICN,1006,1102,56,0325,0443,78,0,
2024-11-21,Qatar Airways,DFW,AUH,2025,2109,44,1812,1902,50,1,Air Traffic
2025-08-03,FlyDubai,JFK,LHR,0124,0249,85,2019,2136,77,0,
2025-05-19,American Airlines,BKK,DXB,0820,0854,34,0208,0258,50,0,
2024-11-22,Emirates,KWI,ICN,0317,0451,94,0158,0352,114,0,
2024-09-04,British Airways,ICN,AUH,0230,0238,8,1052,1112,20,0,
2025-06-01,American Airlines,DFW,LAX,1846,2021,95,0632,0811,99,0,
2025-03-03,Delta,SIN,DFW,1721,1756,35,1407,1440,33,0,
2024-10-03,Delta,SIN,HND,1417,1541,84,1120,1253,93,0,
2025-04-18,Lufthansa,DEL,BOM,0633,0620,-13,0916,0901,-15,0,
2025-03-29,FlyDubai,AUH,DEL,2103,2202,59,2101,2159,58,0,
2025-05-19,Etihad,ORD,DOH,0650,0731,41,0940,1020,40,0,
2025-03-03,Singapore Airlines,SFO,FRA,1751,1853,62,1737,1907,90,0,
2025-05-08,FlyDubai,BKK,HND,0355,0403,8,1017,1015,-2,0,
2025-02-10,Lufthansa,JFK,LAX,0629,0826,117,0800,0948,108,0,
2025-03-24,British Airways,SYD,SIN,1236,1336,60,2118,2208,50,0,
2024-09-04,FlyDubai,BOM,LHR,0000,0119,79,0113,0239,86,0,
2024-10-29,Qatar Airways,DOH,LHR,0641,0734,53,1138,1232,54,0,
2025-02-20,Singapore Airlines,JFK,DEL,0723,0837,74,0240,0354,74,0,
2024-10-27,FlyDubai,AUH,DXB,0629,0810,101,1206,1406,120,0,
2024-10-31,Qatar Airways,DEL,KWI,1010,1030,20,2025,2049,24,0,
2025-01-24,British Airways,CDG,DOH,1612,1811,119,1122,1338,136,0,
2024-10-27,Singapore Airlines,SFO,LAX,0705,0653,-12,0138,0133,-5,0,
2025-01-27,Singapore Airlines,BOM,SFO,1954,2012,18,0917,0926,9,0,
2025-01-03,Emirates,SIN,LHR,2055,2150,55,0507,0610,63,0,
2025-04-12,Singapore Airlines,FRA,AUH,2154,2235,41,0439,0513,34,0,
2024-08-27,Qatar Airways,AUH,ICN,1521,1550,29,0321,0417,56,0,
2025-08-11,Etihad,LAX,DFW,1225,1422,117,0422,0638,136,0,
2024-10-29,Lufthansa,KWI,JFK,2008,2126,78,0517,0700,103,0,
2024-09-20,Etihad,JFK,SIN,0856,0917,21,2256,2327,31,0,
2024-12-24,FlyDubai,ORD,CDG,0610,0721,71,0722,0856,94,0,
2025-01-24,Qatar Airways,CDG,ICN,1606,1546,-20,0903,0848,-15,0,
2024-12-09,British Airways,ORD,SYD,1715,1843,88,0703,0832,89,0,
2025-02-19,FlyDubai,PEK,ICN,0137,0122,-15,0929,0943,14,0,
2024-11-10,Delta,SIN,JFK,1619,1739,80,2033,2147,74,0,
2025-08-25,Qatar Airways,DOH,HND,2140,2230,50,2213,2306,53,0,
2024-11-12,Emirates,DEL,BOM,1234,1406,92,0156,0350,114,0,
2025-04-24,American Airlines,SYD,DFW,1314,1313,-1,0146,0200,14,0,
2024-10-05,Air India,HND,PEK,1320,1401,41,0655,0740,45,0,
2025-02-20,Delta,ICN,BKK,1235,1229,-6,0038,0029,-9,0,
2025-06-09,Delta,HND,SYD,1855,1853,-2,1440,1503,23,0,
2024-11-06,Delta,ICN,CDG,1306,1325,19,1111,1155,44,0,
2024-09-29,Etihad,ORD,PEK,1532,1711,99,1532,1717,105,0,
2025-04-12,Singapore Airlines,DFW,CDG,1354,1506,72,0425,0556,91,0,
2025-05-16,Qatar Airways,LAX,JFK,1702,1706,4,0125,0146,21,0,
2025-04-04,Emirates,SYD,FRA,1551,1624,33,2148,2221,33,0,
2025-08-12,Delta,DXB,BKK,1833,2015,102,0715,0857,102,0,
2025-05-23,Air India,PEK,LHR,0529,0612,43,0757,0840,43,0,
2025-03-22,Singapore Airlines,PEK,SFO,0829,0912,43,1019,1123,64,0,
2025-01-01,Lufthansa,ORD,FRA,0212,0159,-13,1249,1227,-22,0,
2025-03-25,British Airways,SFO,ICN,1229,1420,111,2011,2201,110,0,
2025-02-08,Singapore Airlines,HND,FRA,0006,0151,105,1951,2135,104,0,
2025-07-19,British Airways,ICN,DFW,1157,1327,90,2219,2340,81,0,
2025-05-04,British Airways,DEL,ICN,0131,0209,38,0841,0925,44,0,
2025-05-28,Air India,ICN,PEK,0152,0242,50,1536,1631,55,0,
2025-04-18,British Airways,DXB,LAX,1030,1129,59,0241,0340,59,0,
2025-03-14,British Airways,ICN,DEL,1813,1959,106,1344,1526,102,0,
2025-01-12,Etihad,HND,LHR,1145,1128,-17,0949,0937,-12,1,Air Traffic
2025-03-30,Emirates,LAX,ICN,0855,0840,-15,1955,1957,2,0,
2024-11-03,Emirates,LAX,ORD,0727,0836,69,0333,0509,96,0,
2025-02-11,Air India,ICN,BOM,0921,0946,25,1228,1255,27,0,
2025-07-29,Emirates,SFO,DFW,0043,0118,35,0536,0620,44,0,
2025-07-30,Air India,DOH,ICN,0956,1105,69,0726,0854,88,0,
2024-09-01,FlyDubai,DFW,LAX,0141,0235,54,0907,1030,83,0,
2025-07-17,Delta,CDG,DOH,2111,2145,34,0535,0624,49,0,
2025-07-01,Air India,LHR,ICN,1719,1724,5,0827,0841,14,0,
2025-06-11,Emirates,SIN,BOM,1309,1431,82,2253,0042,109,0,
2025-04-06,American Airlines,JFK,SFO,0406,0411,5,2230,2303,33,0,
2025-04-07,Etihad,AUH,HND,1900,2014,74,1147,1326,99,0,
2025-02-27,Etihad,DEL,FRA,0607,0630,23,1314,1400,46,0,
2025-06-25,Delta,CDG,BKK,2125,2136,11,0948,1005,17,0,
2025-04-15,Qatar Airways,PEK,DFW,2252,2302,10,2115,2136,21,0,
2025-06-05,Etihad,CDG,AUH,0323,0442,79,2004,2114,70,0,
2025-04-22,FlyDubai,SFO,SIN,0016,0011,-5,1341,1348,7,0,
2025-02-20,British Airways,DXB,JFK,0630,0736,66,2229,2341,72,0,
2025-04-01,Etihad,DEL,HND,0316,0402,46,2050,2200,70,0,
2025-04-24,American Airlines,SYD,PEK,0953,1019,26,0951,1039,48,0,
2025-08-25,British Airways,CDG,SFO,1755,1830,35,1257,1334,37,0,
2024-12-16,Air India,FRA,ORD,0116,0139,23,2114,2201,47,0,
2025-07-10,Qatar Airways,DFW,LAX,1333,1502,89,2010,2148,98,0,
2025-07-09,American Airlines,ICN,PEK,0554,0709,75,1441,1622,101,0,
2025-03-31,Qatar Airways,AUH,DFW,0043,0215,92,0421,0559,98,0,
2024-10-08,Qatar Airways,DOH,SYD,1102,1232,90,1711,1855,104,0,
2025-06-08,Singapore Airlines,SYD,BKK,2113,2233,80,2224,2343,79,0,
2025-04-26,Lufthansa,ORD,DXB,1008,1135,87,1321,1451,90,0,
2025-05-20,Etihad,DOH,DXB,2211,2228,17,0509,0548,39,0,
2025-07-25,Emirates,JFK,CDG,0741,0745,4,1906,1901,-5,0,
2025-01-11,British Airways,DOH,ORD,0444,0518,34,1822,1848,26,0,
2024-10-02,British Airways,CDG,PEK,0313,0320,7,0415,0444,29,0,
2025-06-29,Qatar Airways,LAX,AUH,0746,0920,94,0336,0500,84,0,
2024-08-27,American Airlines,LAX,AUH,0833,0846,13,1422,1440,18,0,
2024-10-27,Qatar Airways,DFW,SFO,0310,0425,75,0335,0519,104,0,
2024-09-17,Lufthansa,ICN,SYD,0738,0925,107,2222,0017,115,0,
2024-10-07,Delta,ORD,BOM,1830,1959,89,2134,2325,111,0,
2025-04-21,Emirates,DEL,DOH,0758,0930,92,1019,1146,87,0,
2025-07-10,British Airways,DFW,SFO,0300,0322,22,0945,1005,20,0,
2025-01-03,Qatar Airways,ICN,SIN,0738,0917,99,2143,2335,112,0,
2024-09-02,Qatar Airways,SIN,JFK,0741,0856,75,0329,0442,73,0,
2025-05-16,Singapore Airlines,DFW,DXB,0717,0909,112,1405,1613,128,0,
2025-08-24,Emirates,LAX,JFK,1353,1528,95,1002,1133,91,0,
2025-08-27,FlyDubai,SFO,KWI,0949,1101,72,1324,1452,88,0,
2024-09-01,Delta,BKK,KWI,0526,0617,51,1449,1555,66,0,
2024-11-24,Air India,JFK,DFW,1102,1117,15,0327,0336,9,0,
2025-03-09,Emirates,SIN,JFK,1012,1153,101,1936,2133,117,1,Staff Issue
2025-01-23,Singapore Airlines,HND,ICN,2002,2102,60,0832,0951,79,0,
2025-01-10,Qatar Airways,LAX,CDG,1656,1849,113,1142,1328,106,0,
2025-06-22,Lufthansa,LAX,CDG,0144,0319,95,2007,2152,105,0,
2024-09-07,Air India,AUH,BKK,1617,1629,12,0245,0254,9,0,
2024-12-09,Lufthansa,PEK,DXB,0428,0450,22,1737,1808,31,0,
2025-03-04,FlyDubai,DFW,BKK,0601,0625,24,0248,0325,37,0,
2024-11-27,British Airways,JFK,SFO,1124,1142,18,1936,2015,39,0,
2025-04-06,Lufthansa,AUH,FRA,1654,1753,59,1022,1145,83,0,
2025-03-09,Etihad,SIN,AUH,2020,2218,118,0851,1116,145,0,
2025-05-17,Qatar Airways,KWI,BOM,1819,1933,74,1326,1502,96,0,
2025-03-31,Singapore Airlines,CDG,AUH,0326,0358,32,1036,1107,31,0,
2025-03-21,Lufthansa,ICN,BOM,0154,0243,49,0743,0847,64,0,
2025-01-26,Singapore Airlines,DXB,SYD,1103,1108,5,0056,0124,28,0,
2025-08-12,Lufthansa,JFK,SIN,1322,1347,25,1250,1322,32,0,
2025-01-12,Emirates,JFK,FRA,0646,0719,33,0424,0459,35,0,
2025-05-04,Qatar Airways,SIN,FRA,1516,1708,112,1315,1507,112,0,
2024-12-02,Delta,ICN,AUH,1304,1326,22,2119,2154,35,0,
2025-08-19,Lufthansa,LHR,CDG,1040,1209,89,1908,2050,102,0,
2025-08-24,Delta,KWI,DOH,0434,0616,102,1641,1834,113,0,
2025-02-03,British Airways,LHR,KWI,1757,1938,101,0935,1121,106,0,
2025-04-06,Delta,ICN,SFO,1624,1748,84,1333,1510,97,0,
2025-03-09,Emirates,PEK,FRA,0914,0959,45,0019,0116,57,0,
2025-03-06,Delta,BOM,ORD,1857,1857,0,0055,0109,14,0,
2025-03-28,Air India,LHR,DXB,0237,0308,31,1339,1400,21,0,
2025-04-19,Emirates,SFO,DXB,1803,1848,45,0241,0319,38,0,
2025-06-30,Delta,SYD,BKK,2254,0048,114,2043,2231,108,0,
2025-04-01,Delta,DFW,BOM,1402,1438,36,0134,0229,55,0,
2024-10-26,Lufthansa,SIN,DXB,1642,1703,21,1918,1942,24,0,
2025-05-16,British Airways,LAX,BKK,1902,2026,84,0243,0404,81,0,
2025-08-18,Delta,FRA,KWI,1521,1630,69,1036,1212,96,0,
2024-11-01,Air India,DOH,DXB,0653,0749,56,1347,1506,79,0,
2025-05-22,Air India,HND,PEK,0502,0647,105,1709,1908,119,0,
2024-10-28,British Airways,LHR,JFK,1400,1558,118,1911,2125,134,0,
2025-06-24,Qatar Airways,SIN,DOH,0802,0955,113,1131,1333,122,0,
2025-07-27,Lufthansa,DOH,DEL,2258,2341,43,1412,1454,42,0,
2025-04-22,Delta,AUH,CDG,1603,1730,87,0936,1115,99,0,
2025-08-09,British Airways,BKK,SYD,1416,1457,41,0645,0721,36,0,
2024-12-02,Singapore Airlines,DOH,ORD,2101,2107,6,1815,1811,-4,0,
2025-06-22,Etihad,SYD,BOM,0216,0323,67,1029,1148,79,0,
2025-07-07,Qatar Airways,SIN,ORD,1543,1731,108,1729,1925,116,0,
2025-07-02,Singapore Airlines,CDG,PEK,2113,2055,-18,0924,0932,8,0,
2025-05-17,Lufthansa,DXB,KWI,2111,2214,63,0825,0926,61,0,
2024-12-18,Delta,LHR,DEL,1140,1136,-4,1604,1614,10,0,
2025-04-15,Air India,DEL,SFO,2140,2246,66,2053,2152,59,0,
2025-01-08,Emirates,FRA,DXB,1344,1451,67,1222,1343,81,0,
2025-04-24,Delta,KWI,ORD,1832,1906,34,1743,1818,35,0,
2025-06-16,American Airlines,SYD,LAX,1646,1834,108,1820,2004,104,0,
2024-09-02,Singapore Airlines,KWI,PEK,0719,0751,32,0745,0817,32,0,
2025-06-08,Emirates,SYD,SFO,1540,1530,-10,0952,1003,11,0,
2024-11-02,Etihad,DEL,BOM,1517,1645,88,1015,1145,90,0,
2024-11-22,Lufthansa,HND,BOM,1943,2117,94,1508,1642,94,0,
2025-08-16,Lufthansa,KWI,SYD,0049,0119,30,2211,2232,21,0,
2025-05-13,Emirates,ICN,DEL,2245,2231,-14,1833,1819,-14,0,
2025-02-06,Qatar Airways,JFK,HND,1201,1145,-16,1420,1404,-16,0,
2025-07-12,Emirates,BKK,FRA,0828,0927,59,1244,1402,78,0,
2024-09-03,Qatar Airways,AUH,DXB,0417,0547,90,0806,0942,96,0,
2024-12-20,FlyDubai,BOM,DOH,2134,2243,69,1712,1846,94,0,
2024-11-28,Singapore Airlines,BKK,LAX,1223,1353,90,1923,2043,80,0,
2025-01-08,Delta,HND,KWI,1412,1440,28,1751,1814,23,0,
2025-06-11,Etihad,DFW,JFK,1255,1349,54,1510,1613,63,0,
2025-06-04,Etihad,DFW,HND,1646,1746,60,0620,0728,68,0,
2025-07-09,Lufthansa,DEL,AUH,1437,1618,101,0345,0537,112,0,
2024-10-15,FlyDubai,SFO,SIN,2247,0032,105,0329,0513,104,0,
2025-01-01,Delta,FRA,DFW,0739,0838,59,1440,1554,74,0,
2024-10-09,Delta,DFW,SIN,1835,1904,29,0510,0541,31,0,
2024-08-30,British Airways,DXB,BKK,1709,1819,70,0817,0936,79,0,
2025-01-06,British Airways,LHR,DEL,0153,0232,39,1616,1724,68,0,
2024-10-19,Qatar Airways,AUH,DOH,2215,2336,81,0530,0705,95,0,
2024-09-09,FlyDubai,DFW,KWI,1414,1513,59,0106,0158,52,0,
2024-10-04,British Airways,DOH,KWI,1530,1721,111,1819,2010,111,0,
2024-12-04,Air India,ICN,FRA,0536,0604,28,0402,0438,36,0,
2025-07-19,American Airlines,LAX,SFO,1110,1149,39,1610,1643,33,0,
2024-11-05,FlyDubai,HND,BOM,1202,1238,36,1522,1605,43,0,
2025-06-10,FlyDubai,LAX,DOH,0733,0921,108,1927,2135,128,0,
2024-09-07,Lufthansa,SIN,JFK,1217,1307,50,0343,0500,77,0,
2025-02-22,Air India,DXB,ORD,0303,0332,29,0352,0414,22,0,
2025-04-15,American Airlines,SYD,ICN,0329,0351,22,1748,1823,35,0,
2025-04-26,Delta,ICN,DOH,2005,2032,27,0418,0444,26,0,
2024-08-31,Lufthansa,JFK,HND,1107,1107,0,1606,1629,23,0,
2025-03-19,Singapore Airlines,DOH,SFO,0443,0517,34,1220,1323,63,0,
2025-02-25,Etihad,FRA,SIN,0758,0744,-14,0449,0445,-4,0,
2025-01-30,American Airlines,LAX,SFO,1834,1930,56,2205,2312,67,0,
2025-06-06,Emirates,KWI,DFW,1703,1731,28,2114,2158,44,0,
2024-10-04,Singapore Airlines,JFK,DXB,2051,2144,53,1235,1332,57,0,
2025-05-05,Air India,ORD,SIN,0052,0115,23,1917,1936,19,0,
2025-02-12,American Airlines,SYD,HND,2001,2114,73,0230,0407,97,0,
2024-09-27,Etihad,SYD,DXB,0542,0600,18,0054,0120,26,0,
2025-07-13,Etihad,DEL,JFK,2209,0008,119,1706,1903,117,0,
2025-01-25,FlyDubai,ORD,DEL,1520,1559,39,1457,1558,61,0,
2025-01-17,Etihad,JFK,ICN,1341,1442,61,1111,1202,51,0,
2025-06-25,Singapore Airlines,BKK,SFO,1823,1924,61,1547,1710,83,0,
2024-12-15,Delta,CDG,BOM,0200,0151,-9,1821,1810,-11,0,
2024-10-23,Air India,SFO,BOM,0556,0641,45,0119,0233,74,0,
2025-06-04,Qatar Airways,ICN,DOH,1023,1113,50,0513,0553,40,0,
2024-09-29,British Airways,BKK,ORD,0919,0934,15,0603,0641,38,0,
2025-04-27,Emirates,BKK,ORD,0438,0454,16,0629,0657,28,0,
2025-08-22,Emirates,DFW,PEK,1536,1558,22,1050,1129,39,0,
2025-08-09,Emirates,SFO,PEK,1500,1524,24,1608,1642,34,0,
2024-12-07,Delta,BOM,SYD,1434,1612,98,1650,1830,100,0,
2025-04-13,American Airlines,SFO,FRA,0007,0152,105,1236,1424,108,0,
2025-04-26,FlyDubai,LAX,HND,1639,1807,88,0428,0603,95,0,
2024-10-24,Singapore Airlines,LHR,ORD,0535,0727,112,1143,1400,137,0,
2025-02-13,Lufthansa,SYD,DXB,0345,0525,100,0647,0844,117,0,
2025-05-04,FlyDubai,HND,SYD,2017,2151,94,0249,0424,95,0,
2024-12-02,Qatar Airways,SYD,BKK,1439,1510,31,0947,1013,26,0,
2025-08-19,FlyDubai,SYD,AUH,0139,0241,62,1928,2047,79,0,
2025-05-01,American Airlines,DXB,FRA,1351,1346,-5,0948,1012,24,0,
2025-02-10,Lufthansa,SFO,CDG,1806,1906,60,1909,2020,71,0,
2025-08-12,Delta,PEK,LAX,1240,1400,80,0807,0936,89,0,
2025-02-21,American Airlines,KWI,LAX,0140,0200,20,1050,1131,41,0,
2025-05-10,Delta,DFW,SIN,0754,0829,35,1232,1323,51,0,
2025-06-03,FlyDubai,DEL,SIN,0650,0753,63,1729,1845,76,0,
2025-03-26,British Airways,BOM,HND,0355,0553,118,1828,2051,143,0,
2025-05-14,British Airways,JFK,SYD,1215,1303,48,1853,1958,65,0,
2025-01-20,Delta,JFK,DFW,0305,0318,13,0708,0712,4,0,
2025-03-25,Delta,FRA,HND,0422,0555,93,1427,1615,108,0,
2025-06-22,Qatar Airways,DOH,ORD,1803,1818,15,1713,1723,10,0,
2025-04-03,FlyDubai,JFK,KWI,0037,0137,60,0549,0645,56,0,
2025-06-02,FlyDubai,SFO,ICN,1114,1230,76,0619,0739,80,0,
2024-09-05,Singapore Airlines,BOM,DXB,0813,0932,79,2127,2251,84,0,
2025-01-10,Etihad,LHR,BOM,0121,0249,88,2120,2249,89,0,
2025-06-01,Delta,BOM,AUH,0917,1020,63,1926,2029,63,0,
2025-03-08,American Airlines,HND,SIN,0022,0215,113,0549,0751,122,0,
2025-02-13,Singapore Airlines,BKK,DEL,0137,0143,6,0306,0304,-2,0,
2025-06-27,Singapore Airlines,DEL,SFO,2154,2223,29,0338,0406,28,0,
2025-05-15,Delta,AUH,LAX,1925,2009,44,1544,1654,70,0,
2025-05-28,American Airlines,ICN,SYD,1729,1729,0,2221,2226,5,0,
2024-12-15,American Airlines,SYD,LHR,1053,1122,29,1004,1039,35,0,
2025-04-01,Lufthansa,DXB,DEL,1724,1806,42,0100,0202,62,0,
2024-10-01,Lufthansa,AUH,ORD,1007,1137,90,1531,1728,117,0,
2025-05-09,Delta,ORD,LHR,0129,0301,92,1033,1203,90,0,
2024-11-01,Air India,AUH,SYD,1004,1056,52,0336,0421,45,0,
2024-11-01,American Airlines,BOM,ORD,0208,0249,41,1050,1148,58,0,
2025-03-05,American Airlines,DEL,KWI,1331,1347,16,1517,1536,19,1,Air Traffic
2025-05-02,Singapore Airlines,KWI,SYD,0936,1018,42,0410,0508,58,0,
2024-10-16,Qatar Airways,SIN,ICN,2034,2219,105,2013,2205,112,0,
2025-02-26,Singapore Airlines,SFO,DXB,2220,2220,0,1306,1257,-9,0,
2024-12-28,Etihad,AUH,CDG,1128,1312,104,0328,0517,109,0,
2024-11-09,FlyDubai,DOH,CDG,1758,1945,107,1506,1716,130,0,
2025-08-04,FlyDubai,SFO,PEK,2100,2137,37,0117,0153,36,0,
2024-11-17,British Airways,LHR,LAX,0342,0459,77,1637,1802,85,0,
2025-05-07,Lufthansa,SIN,DEL,1442,1458,16,1052,1120,28,0,
2025-03-11,British Airways,DEL,BKK,0147,0329,102,1337,1513,96,0,
2024-12-09,Etihad,SIN,LHR,0346,0331,-15,2005,2015,10,0,
2024-11-15,Air India,BOM,ORD,1729,1926,117,1025,1239,134,0,
2025-03-04,Emirates,CDG,PEK,0606,0729,83,0956,1127,91,0,
2025-06-12,Delta,KWI,HND,1437,1445,8,0237,0311,34,0,
2024-09-22,Emirates,BKK,FRA,0637,0829,112,1911,2113,122,0,
2025-03-05,British Airways,BOM,CDG,0513,0612,59,1444,1553,69,0,
2025-08-09,Qatar Airways,AUH,ORD,0914,1057,103,2055,2234,99,0,
2024-11-26,Air India,BKK,AUH,0305,0341,36,2024,2052,28,0,
2025-07-07,Qatar Airways,DOH,ORD,1123,1138,15,1801,1820,19,0,
2025-03-06,Singapore Airlines,DFW,HND,1657,1754,57,0553,0707,74,0,
2024-09-17,Delta,JFK,DOH,0716,0740,24,2047,2120,33,0,
2025-07-15,American Airlines,DEL,SYD,2020,2116,56,1201,1256,55,0,
2024-12-22,Singapore Airlines,SFO,CDG,0254,0354,60,1217,1313,56,0,
2025-07-06,Air India,CDG,KWI,2148,2314,86,0002,0144,102,0,
2024-09-07,Qatar Airways,FRA,KWI,1430,1629,119,0637,0842,125,0,
2024-11-04,Delta,SFO,BOM,1507,1524,17,2040,2115,35,0,
2025-07-29,Delta,LHR,AUH,0650,0745,55,1523,1640,77,0,
2024-09-22,Delta,KWI,BKK,2255,0013,78,1241,1353,72,0,
2025-06-09,Air India,ICN,CDG,0226,0254,28,1931,2005,34,0,
2025-01-18,Air India,ICN,FRA,1348,1545,117,1920,2136,136,0,
2024-11-12,Lufthansa,DFW,ORD,2046,2159,73,1013,1116,63,0,
2025-03-26,American Airlines,FRA,LAX,1508,1616,68,1718,1848,90,0,
2025-03-28,Qatar Airways,HND,ORD,0327,0513,106,1618,1815,117,0,
2024-11-30,FlyDubai,DFW,LHR,1133,1244,71,0200,0331,91,0,
2025-08-02,Delta,ICN,JFK,0115,0134,19,1135,1153,18,0,
2024-10-08,Lufthansa,ICN,SYD,1403,1435,32,0653,0719,26,0,
2025-07-08,FlyDubai,DFW,PEK,0520,0526,6,0951,0952,1,0,
2024-11-02,British Airways,SFO,BKK,0725,0749,24,1839,1915,36,0,
2025-01-04,Qatar Airways,ORD,AUH,0143,0208,25,1934,1951,17,0,
2025-05-08,British Airways,DXB,ORD,0304,0305,1,0833,0826,-7,0,
2025-03-02,British Airways,SFO,ICN,1548,1609,21,1222,1256,34,0,
2024-12-09,British Airways,DOH,ORD,1610,1634,24,0133,0226,53,0,
2025-08-24,FlyDubai,JFK,SIN,0204,0323,79,0308,0432,84,0,
2025-04-07,Singapore Airlines,BKK,HND,2029,2128,59,0148,0300,72,0,
2025-08-20,Delta,FRA,DEL,0648,0723,35,1143,1216,33,0,
2025-06-11,American Airlines,LHR,AUH,0807,0818,11,0955,1028,33,0,
2024-10-04,Emirates,PEK,BOM,2035,2118,43,1522,1616,54,0,
